Company Name,Year of experience,Job location,Skills required,Publised days ago
Teradata Corporations,3 yrs,Hyderabad/Secunderabad,"fundamentals  ,  algorithms  ,  c    ,  software design  ,  sql  ,  database  ,  system development  ,  software engineer  ,  data structures  ,  big data  ,  c  ,  os  ,  machine learning",1.0
Teradata Corporations,3 yrs,Hyderabad/Secunderabad,"fundamentals  ,  algorithms  ,  c    ,  sql  ,  database  ,  software engineer  ,  data structures  ,  big data  ,  python  ,  rdbms  ,  c  ,  os  ,  machine learning",1.0
Larsen & Toubro Infotech Ltd,3 yrs,,"software design  ,  sql  ,  java  ,  git  ,  debugging  ,  software engineering  ,  software engineer  ,  technical skills  ,  github  ,  problem solving  ,  nosql  ,  leadership skills",1.0
Larsen & Toubro Infotech Ltd,13 yrs,Canada,"oracle  ,  sql  ,  oop  ,  spring boot  ,  java  ,  java se  ,  java ee  ,  debugging  ,  software engineering  ,  software engineer  ,  business applications",1.0
Gemini Solutions,12 yrs,Gurgaon,"python  ,  django  ,  mobile  ,  api  ,  sql",1.0
Larsen & Toubro Infotech Ltd,10 yrs,"Mumbai,  Chennai,  Pune","team player  ,  sql  ,  database  ,  consultant",1.0
Interactive Brokers,3 yrs,Mumbai,"Risk - Manager  ,  SQL  ,  databases experience",1.0
Interactive Brokers,3 yrs,Mumbai,"Risk - Manager  ,  SQL  ,  databases experience",1.0
gantec publishing solutions pvt. ltd.,3 yrs,,"python  ,  information technology  ,  scala  ,  sql",1.0
BOSTON SCIENTIFIC,6 yrs,,"dashboards  ,  alteryx  ,  business objects  ,  data mining  ,  sql  ,  data visualization  ,  data analysis  ,  sas  ,  data analyst  ,  tableau  ,  business process  ,  analyst",1.0
CME Group Inc.,3 yrs,,"udp  ,  ksh  ,  intellij  ,  sql  ,  docker  ,  java  ,  git  ,  debugging  ,  software engineer  ,  junit  ,  language proficiency  ,  problem solving  ,  gradle  ,  forms",1.0
Exxon Mobil Corporation,8 yrs,"Mumbai,  Bengaluru / Bangalore","information technology  ,  java  ,  pl  /  sql  ,  oracle  ,  .net  ,  algorithms  ,  database  ,  security  ,  debugging  ,  rest  ,  team player  ,  jasper  ,  consultant  ,  written communication  ,  infrastructure",1.0
Tanla Solutions Ltd,4 yrs,"Hyderabad/Secunderabad,  Chennai,  Bengaluru / Bangalore","c    ,  python  ,  django  ,  mysql  ,  sql",1.0
Merkle Inc.,2 yrs,Spain,"t-sql  ,  database  ,  python  ,  windows",1.0
taylor & francis group,3 yrs,Bengaluru / Bangalore,"apex  ,  salesforce  ,  devops  ,  software engineering  ,  delivery lead  ,  algorithms  ,  conference  ,  technology operations  ,  sql  ,  docker  ,  security  ,  salesforce developer  ,  lld  ,  written communication  ,  infrastructure",1.0
AxionConnect Infosolutions Pvt. Ltd.,4 yrs,Mumbai,"sas macros  ,  sas  ,  bi  ,  sas di  ,  dbms  ,  sas bi  ,  windows  ,  sql  ,  data quality  ,  consultant  ,  olap  ,  bi developer  ,  data integration",1.0
socialbeat,10 yrs,"Gurgaon,  Mumbai,  Chennai,  Bengaluru / Bangalore","css  ,  salesforce  ,  java  ,  html  ,  api  ,  triggers  ,  javascript  ,  technical consultant  ,  soap  ,  jquery  ,  sql  ,  security  ,  crm  ,  rest  ,  c  ,  mobile  ,  consultant",1.0
insight technology,8 yrs,Gurgaon,"css  ,  information technology  ,  storage  ,  hibernate  ,  sql  ,  spring  ,  data extraction  ,  java  ,  html  ,  team player  ,  javascript  ,  nosql  ,  leadership skills",1.0
The Edge Asia,7 yrs,Mumbai,"python  ,  sql  ,  application support  ,  unix",1.0
gtech web solutions pvt ltd,4 yrs,Kolkata,"mvc framework  ,  java  ,  xml  ,  sql",1.0
linde plc,7 yrs,Kolkata,"reports  ,  bi  ,  formulas  ,  coding  ,  security  ,  it projects  ,  software development  ,  c  ,  sql server  ,  application development  ,  technical design  ,  performance optimization  ,  formula language",1.0
star knowledge,4 yrs,Mysoru / Mysore,"css  ,  vb.net  ,  jquery  ,  sql  ,  mcsd  ,  postgresql  ,  asp.net  ,  html  ,  mvc  ,  c#  ,  c  ,  oracle  ,  .net developer  ,  javascript  ,  infrastructure  ,  .net",1.0
jcpenny,3 yrs,Bengaluru / Bangalore,"rest api  ,  sso  ,  sql  ,  xml  ,  linux  ,  ssrs  ,  api  ,  c  ,  oracle  ,  bmc remedy  ,  developer studio  ,  written communication  ,  reporting tools  ,  forms",1.0
WALMART INDIA,10 yrs,,"information technology  ,  bi  ,  sql  ,  c",1.0
SAP Ariba,3 yrs,Bengaluru / Bangalore,"python  ,  sql  ,  database  ,  problem solving",1.0
smartSense Consulting Solutions,4 yrs,Gandhinagar,"web analysis  ,  bi  ,  data warehousing  ,  data architecture  ,  business intelligence  ,  database  ,  bi developer  ,  etl  ,  data profiling  ,  ssas  ,  infrastructure  ,  olap  ,  sql programming",1.0
aeries technology group  ( sabre industries ),18 yrs,Hyderabad/Secunderabad,"information technology  ,  rest api  ,  sql  ,  spring  ,  database  ,  java  ,  git  ,  postgresql  ,  atg  ,  software engineering  ,  mongodb  ,  java developer  ,  messaging  ,  spring boot  ,  infrastructure",1.0
Fanatics Inc.,8 yrs,,"orchestration  ,  java  ,  software engineering  ,  python  ,  javascript  ,  nosql  ,  fundamentals  ,  sql  ,  docker  ,  database  ,  security  ,  software engineer  ,  rdbms  ,  mobile  ,  infrastructure",1.0
glan management consultancy pvt. ltd.,6 yrs,Bengaluru / Bangalore,"hive  ,  scala  ,  artificial intelligence  ,  sql  ,  react.js  ,  git  ,  mysql  ,  api  ,  mongodb  ,  rest  ,  problem solving  ,  javascript  ,  jasper  ,  node.js  ,  angularjs",1.0
aeries technology group  ( sabre industries ),18 yrs,Hyderabad/Secunderabad,"information technology  ,  rest api  ,  sql  ,  spring  ,  database  ,  java  ,  git  ,  postgresql  ,  atg  ,  software engineering  ,  mongodb  ,  java developer  ,  messaging  ,  spring boot  ,  infrastructure",1.0
art technology and software india pvt ltd,5 yrs,Cochin/ Kochi/ Ernakulam,"orchestration  ,  sql  ,  docker  ,  git  ,  iam  ,  postgresql  ,  devops  ,  linux  ,  mysql  ,  cloud services  ,  github  ,  python  ,  mobile  ,  nosql  ,  messaging  ,  infrastructure  ,  production environment",1.0
QUADWAVE CONSULTING PVT LTD,5 yrs,Bengaluru / Bangalore,"storage  ,  sql  ,  mcsd  ,  asp.net  ,  web api  ,  api  ,  technical skills  ,  c#  ,  rest  ,  entity framework  ,  problem solving  ,  javascript  ,  .net",1.0
imanage llc,3 yrs,,"information technology  ,  ip networking  ,  apache tomcat  ,  vb script  ,  xml  ,  html  ,  technical skills  ,  director  ,  mobile  ,  windows  ,  javascript  ,  web technologies  ,  sql database",1.0
Tekzilver,3 yrs,Bengaluru / Bangalore,"python  ,  c    ,  os  ,  php  ,  sql",1.0
ceredox technologies,8 yrs,Hyderabad/Secunderabad,"python  ,  java  ,  application support  ,  sql",1.0
Verve System,5 yrs,Ahmedabad,"laravel  ,  php  ,  mvc  ,  api  ,  sql",1.0
citymapia software solutions,4 yrs,Kottayam,"asp.net  ,  .net  ,  mvc  ,  api  ,  sql",1.0
trust systems pvt ltd,3 yrs,Pune,"consultant  ,  asp.net  ,  php  ,  sql programming",1.0
ATCS,10 yrs,Mumbai,"bi  ,  etl  ,  ssis  ,  sql programming",1.0
ATCS,7 yrs,Navi Mumbai,"bi  ,  etl  ,  ssis  ,  sql programming",1.0
PUBLICIS GROUPE,8 yrs,Gurgaon,"dashboards  ,  predictive analysis  ,  ms access  ,  data governance  ,  sql  ,  data science  ,  statistical modeling  ,  rdbms  ,  data analysis  ,  consulting  ,  predictive analytics  ,  tableau",1.0
Uscreen,6 yrs,Bengaluru / Bangalore,"sql  ,  salesforce  ,  database  ,  crm  ,  mobile",1.0
LogicPlum Private Limited,10 yrs,Cochin/ Kochi/ Ernakulam,"python  ,  software design  ,  sql  ,  git",1.0
Vitrana,6 yrs,"Noida/Greater Noida,  Bengaluru / Bangalore","sql  ,  oracle  ,  linux operating system",1.0
US Pharmacopeia,11 yrs,Bengaluru / Bangalore,"dashboards  ,  data analytics  ,  oracle  ,  alteryx  ,  data governance  ,  sql  ,  data science  ,  data analysis  ,  business analytics  ,  data analyst  ,  tableau",1.0
US Pharmacopeia,11 yrs,Bengaluru / Bangalore,"dashboards  ,  data analytics  ,  oracle  ,  alteryx  ,  data governance  ,  sql  ,  data science  ,  data analysis  ,  business analytics  ,  data analyst  ,  tableau",1.0
audience planet,7 yrs,Ghaziabad,"bootstrap  ,  sql  ,  senior web developer  ,  web developer  ,  oops  ,  mysql  ,  web development  ,  api  ,  technical skills  ,  oracle  ,  javascript  ,  php",1.0
atk tech,7 yrs,Bengaluru / Bangalore,"jsp  ,  senior software engineer  ,  team player  ,  hibernate  ,  jasper reports  ,  javascript  ,  jasper  ,  sql  ,  java  ,  j2ee  ,  technical skills",1.0
ITSWS Technologies Pvt. Ltd.,2 yrs,Noida/Greater Noida,"css  ,  scala  ,  jsp  ,  jdbc  ,  ajax  ,  javascript  ,  jquery  ,  java developer  ,  sql  ,  database  ,  java  ,  servlets  ,  j2ee  ,  mysql  ,  html",1.0
WALMART INDIA,9 yrs,,"information technology  ,  artificial intelligence  ,  python  ,  nosql  ,  hive  ,  algorithms  ,  scala  ,  bi  ,  sql  ,  database  ,  sas  ,  machine learning  ,  production environment",1.0
CME Group Inc.,3 yrs,,"udp  ,  ksh  ,  intellij  ,  sql  ,  docker  ,  java  ,  git  ,  debugging  ,  software engineer  ,  junit  ,  language proficiency  ,  problem solving  ,  gradle  ,  forms",1.0
Clarivate Analytics,9 yrs,,"sql  ,  docker  ,  security  ,  java  ,  xml  ,  json  ,  mysql  ,  perl  ,  mongodb  ,  cloud services  ,  python  ,  oracle  ,  nosql  ,  cassandra  ,  arbor  ,  unix  /  linux",1.0
evertz,3 yrs,Canada,"sql  ,  database  ,  java  ,  linux  ,  iptv  ,  data structures  ,  shell scripting  ,  html  ,  satellite  ,  python  ,  team player  ,  windows  ,  javascript  ,  written communication",1.0
TandA HR Solutions,8 yrs,Chandigarh,"css  ,  storage  ,  hibernate  ,  sql  ,  security  ,  java  ,  git  ,  postgresql  ,  linux  ,  jpa  ,  html  ,  vms  ,  oracle  ,  javascript  ,  nosql  ,  spring framework  ,  struts",1.0
palo alto networks  ( india )  pvt. ltd.,5 yrs,Bengaluru / Bangalore,"fundamentals  ,  hibernate  ,  apache tomcat  ,  spring  ,  security  ,  database  ,  java  ,  j2ee  ,  data structures  ,  cloud computing  ,  rest  ,  messaging  ,  infrastructure  ,  sql database",1.0
Alstom Projects India Ltd.,3 yrs,Spain,"apache  ,  devops  ,  big data  ,  python  ,  nosql  ,  cassandra  ,  environment management  ,  hive  ,  scala  ,  storage  ,  sql  ,  docker  ,  database  ,  postgresql  ,  linux  ,  hadoop  ,  team player",1.0
QUADWAVE CONSULTING PVT LTD,5 yrs,Bengaluru / Bangalore,"storage  ,  jquery  ,  sql  ,  mcsd  ,  asp.net  ,  web api  ,  api  ,  mvc  ,  technical skills  ,  c#  ,  rest  ,  entity framework  ,  problem solving  ,  javascript  ,  .net",1.0
Principal Financial Services Inc.,10 yrs,Hyderabad/Secunderabad,"bi  ,  sql  ,  data extraction  ,  java  ,  data modeling  ,  debugging  ,  data structures  ,  etl  ,  data engineer  ,  infrastructure  ,  business objects  ,  it professional  ,  informatica",1.0
Quotient,6 yrs,Bengaluru / Bangalore,"scala  ,  data warehousing  ,  sql  ,  database  ,  java  ,  software engineer  ,  big data  ,  technical skills  ,  python  ,  oozie  ,  exceptions  ,  nosql  ,  cassandra",1.0
evertz,3 yrs,Canada,"SQL  ,  Flask  ,   Python version  ,  Alchemy",1.0
Visa Inc.,8 yrs,,"intellij  ,  artificial intelligence  ,  java  ,  xml  ,  j2ee  ,  mysql  ,  api  ,  pl  /  sql  ,  oracle  ,  maven  ,  eclipse  ,  soap  ,  unix  ,  sql  ,  aix  ,  security  ,  git  ,  linux  ,  json  ,  software engineer  ,  rest  ,  san  ,  machine learning  ,  ibm db2",30.0
Exxonmobil Company India Pvt Ltd,6 yrs,"Mumbai,  Bengaluru / Bangalore","css  ,  information technology  ,  nintex  ,  html  ,  api  ,  javascript  ,  .net  ,  sharepoint  ,  sql  ,  security  ,  database  ,  sharepoint development  ,  visual basic  ,  consultant  ,  infopath  ,  infrastructure",1.0
2SOFT SOLUTIONS PVT LTD,8 yrs,Mumbai,"com  ,  ajax  ,  sql  ,  mvvm  ,  asp.net  ,  mvc  ,  c#  ,  rest  ,  entity framework  ,  asp .net  ,  problem solving  ,  team player  ,  javascript  ,  linq  ,  .net",1.0
WALMART INDIA,11 yrs,,"c    ,  information technology  ,  linear programming  ,  artificial intelligence  ,  java  ,  python  ,  nosql  ,  algorithms  ,  machine learning  ,  scala  ,  ensemble  ,  storage  ,  sql  ,  database  ,  forms",1.0
ABC Consultants Pvt Ltd,3 yrs,Mumbai,"c    ,  sql  ,  database  ,  security  ,  java  ,  mysql  ,  c#  ,  python  ,  c  ,  rdbms  ,  oracle  ,  sybase  ,  information retrieval  ,  windows  ,  infrastructure  ,  .net",1.0
TIBCO Software India Pvt Ltd,7 yrs,,"rest api  ,  windbg  ,  sso  ,  sql  ,  docker  ,  salesforce  ,  security  ,  java  ,  debugging  ,  html  ,  api  ,  crm  ,  san  ,  gdb  ,  microsoft azure  ,  windows  ,  os internals",1.0
TIBCO Software India Pvt Ltd,7 yrs,,"rest api  ,  windbg  ,  sso  ,  sql  ,  docker  ,  salesforce  ,  security  ,  java  ,  debugging  ,  html  ,  api  ,  crm  ,  san  ,  gdb  ,  microsoft azure  ,  windows  ,  os internals",1.0
Careem,3 yrs,Cairo,"mysql  ,  big data  ,  python  ,  oracle  ,  hive  ,  algorithms  ,  data mining  ,  sql  ,  database  ,  hadoop  ,  problem solving  ,  machine learning  ,  written communication",1.0
Careem,3 yrs,Pakistan,"mysql  ,  big data  ,  python  ,  oracle  ,  hive  ,  algorithms  ,  data mining  ,  sql  ,  database  ,  hadoop  ,  problem solving  ,  machine learning  ,  written communication",1.0
Amdocs Development Center India Pvt. Ltd.,10 yrs,Gurgaon,"salesforce  ,  unix shell scripting  ,  devops  ,  software engineering  ,  python  ,  oracle  ,  application support  ,  netcool  ,  unix  ,  sql  ,  linux  ,  mediation  ,  ivr  ,  operating system  ,  mobile",1.0
CAP Digisoft Solutions Inc.,6 yrs,Coimbatore,"stress  ,  load runner  ,  testing  ,  uat  ,  performance engineering  ,  endurance  ,  sql  ,  interface testing  ,  user acceptance testing  ,  performance engineer  ,  abap",1.0
brandmuscle india pvt ltd,7 yrs,"Noida/Greater Noida,  Bengaluru / Bangalore","css  ,  hosting  ,  database  ,  git  ,  ssrs  ,  html  ,  api  ,  technical skills  ,  c#  ,  sql development  ,  cache  ,  adapters  ,  javascript  ,  logical thinking  ,  .net",1.0
Koch Global Business Services,3 yrs,Bengaluru / Bangalore,"python  ,  mqtt  ,  sql  ,  MES Developer",1.0
TandA HR Solutions,5 yrs,Chandigarh,"xml  ,  json  ,  html  ,  javascript  ,  sql",1.0
TandA HR Solutions,3 yrs,Chandigarh,"c    ,  java  ,  c  ,  graphics  ,  sql",1.0
Merkle Inc.,2 yrs,Spain,"t-sql  ,  database  ,  python  ,  windows",1.0
rao edusolutions pvt. ltd. ( rao iit academy ),3 yrs,"Kota,  Nagpur,  Mumbai,  Delhi/NCR,  Pune","c#  ,  asp.net  ,  php  ,  ajax  ,  sql",1.0
Cybage Software Pvt Ltd,12 yrs,Pune,"github  ,  devops  ,  .net  ,   SQL Server",1.0
alept consulting private limited,3 yrs,Ahmedabad,"xml  ,  devops  ,  bi  ,  json  ,  sql",1.0
Amla Commerce,8 yrs,,"DNS  ,   SDLC  ,   SQL  ,   Security  ,   Unix",1.0
TandA HR Solutions,4 yrs,Bengaluru / Bangalore,"oracle  ,  sql  ,  database management  ,  database",1.0
Koch Global Business Services,6 yrs,Bengaluru / Bangalore,"c#  ,  bi  ,  sql  ,  production environment",1.0
Amdocs Development Center India Pvt. Ltd.,8 yrs,Pune,"information technology  ,  devops  ,  mysql  ,  python  ,  oracle  ,  unix  ,  sql  ,  security  ,  database  ,  linux  ,  mediation  ,  os  ,  mobile  ,  windows  ,  infrastructure  ,  infrastructure security",1.0
Opti sol solutions,8 yrs,"Madurai,  Chennai,  Coimbatore","hive  ,  dml  ,  bi  ,  data warehousing  ,  sql  ,  security  ,  xml  ,  json  ,  api  ,  hadoop  ,  tcl  ,  hbase  ,  python  ,  triggers  ,  ddl  ,  messaging  ,  nosql  ,  gateway  ,  dql",1.0
KTree Computer Solutions India  ( P )  Ltd,13 yrs,Hyderabad/Secunderabad,"css  ,  sql  ,  git  ,  xml  ,  mysql  ,  html  ,  rest  ,  python  ,  perl scripting  ,  mobile  ,  openerp  ,  javascript  ,  django  ,  unix  /  linux  ,  software developer  ,  soap",1.0
Nse IT Ltd,6 yrs,"Mumbai,  Pune","hive  ,  scala  ,  sql  ,  elastic search  ,  apache  ,  devops  ,  shell scripting  ,  hadoop  ,  perl  ,  big data  ,  hbase  ,  python  ,  oozie  ,  impala  ,  javascript  ,  splunk",1.0
Careem,5 yrs,Pakistan,"css  ,  sql  ,  salesforce  ,  html  ,  crm",1.0
SAP Ariba,7 yrs,Bengaluru / Bangalore,"java  ,  vms  ,  sql scripting  ,  database",1.0
amitysoft technologies p ltd,2 yrs,Chennai,"debugging  ,  t-sql  ,   Providing Technical",1.0
zf india pvt ltd,8 yrs,Coimbatore,"bi  ,  sql  ,  python  ,  machine learning",1.0
dkatalis labs,10 yrs,Singapore,"scala  ,  sql  ,  security  ,  apache  ,  python",1.0
palo alto networks  ( india )  pvt. ltd.,8 yrs,Bengaluru / Bangalore,"fundamentals  ,  hibernate  ,  apache tomcat  ,  docker  ,  spring  ,  security  ,  database  ,  java  ,  data structures  ,  cloud computing  ,  rest  ,  messaging  ,  infrastructure  ,  sql database",1.0
Ameriprise India Pvt Ltd,8 yrs,Gurgaon,"css  ,  software design  ,  sql  ,  oop  ,  software engineer  ,  html  ,  web development  ,  rest  ,  python  ,  .net developer  ,  javascript  ,  production support  ,  .net",1.0
Nse IT Ltd,4 yrs,Mumbai,"database  ,  oracle  ,  sql  /  plsql  ,  mvc",1.0
TandA HR Solutions,4 yrs,Gurgaon,"senior business analyst  ,  consulting  ,  sql",1.0
Travel Centric Technology,5 yrs,Bengaluru / Bangalore,"information technology  ,  team player  ,  sql",1.0
Quscient Technologies Pvt Ltd,7 yrs,Chennai,"asp.net  ,  mvc  ,  c#.net  ,  jquery  ,  sql",1.0
national bulk handling corporation,5 yrs,Mumbai,"software engineer  ,  sql  ,   scripting  ,   studying",1.0
Aequs,8 yrs,Bengaluru / Bangalore,"c#  ,  microsoft technologies  ,  sql  ,  asp.net",1.0
APPLYCUP HIRING SOLUTIONS LLP,3 yrs,Hyderabad/Secunderabad,"r2  ,  team player  ,  triggers  ,  windows  ,  t-sql  ,  sql  ,  database  ,  sql server administration",0.0
APPLYCUP HIRING SOLUTIONS LLP,6 yrs,Ahmedabad,"plsql  ,  sql  ,  database  ,  security  ,  pl  /  sql  ,  toad  ,  triggers  ,  database developer  ,  sql database",0.0
Infosys Technologies Ltd,13 yrs,,"visualization  ,  business requirements  ,  use cases  ,  technology consulting  ,  data governance  ,  sql  ,  data analysis  ,  c  ,  consulting  ,  business analysis  ,  tableau  ,  business consulting  ,  it professional",1.0
Onit,5 yrs,,"t-sql  ,  artificial intelligence  ,  sql  ,  java  ,  postgresql  ,  database developer  ,  ruby  ,  sql programming",3.0
Infosys Technologies Ltd,7 yrs,,"information technology  ,  sql  ,  security  ,  xml  ,  json  ,  pl  /  sql  ,  oracle  ,  javascript",30.0
Infosys Technologies Ltd,7 yrs,,"information technology  ,  t-sql  ,  pl  /  sql  ,  oracle  ,  production support  ,  consultant",30.0
Bosch Ltd,7 yrs,"Coimbatore,  Bengaluru / Bangalore","soa  ,  java  ,  devops  ,  j2ee  ,  mysql  ,  python  ,  cache  ,  amazon s3  ,  fundamentals  ,  sql  ,  security  ,  mongodb  ,  rest  ,  mobile  ,  spring boot",1.0
Bosch Ltd,8 yrs,"Coimbatore,  Bengaluru / Bangalore","algorithms  ,  storage  ,  sql  ,  apache  ,  hadoop  ,  digital signal processing  ,  python  ,  algorithm development  ,  team player  ,  impala  ,  machine learning  ,  artificial neural networks",1.0
evry india pvt ltd,3 yrs,"Chandigarh,  Bengaluru / Bangalore","t-sql  ,  sql  ,  database  ,  git  ,  devops  ,  pl  /  sql  ,  global delivery  ,  python  ,  written communication",1.0
explorance analytics private limited,3 yrs,Chennai,"fundamentals  ,  sql  ,  asp.net  ,  sql developer  ,  c#  ,  sql development  ,  python  ,  microsoft azure  ,  team player  ,  problem solving  ,  nosql",1.0
QA Mentor,8 yrs,New York City,"jsp  ,  sql  ,  database  ,  java  ,  ejb  ,  pl  /  sql  ,  rest  ,  oracle  ,  problem solving  ,  database developer  ,  sql scripting  ,  soap",1.0
Infosys Technologies Ltd,3 yrs,New Zealand,"genesys  ,  sql  ,  consultant  ,  technical skills",30.0
Relevance Lab Inc,13 yrs,,"production support  ,  oracle pl  /  sql  ,  consultant  ,  putty  ,  xml  ,  perl  ,  pl  /  sql  ,  sql",1.0
Olam,3 yrs,Chennai,"information technology  ,  rest api  ,  t-sql  ,  sql  ,  database  ,  sql developer  ,  json  ,  triggers  ,  veritas  ,  production support  ,  servicenow",1.0
